species|Leaf shape: 5. leaf base|First historical record: 1. date|After-ripening requirement|Root depth: 1. type|Root persistence|Stomata: 1. surfaces present|Sepal number|Range: 3. continents where native|Range: 2. european countries where introduced|Age at first flowering|Incompatibility systems|Photosynthetic pathway|Vegetative reproduction/persistence: 2. pattern|Ellenberg: Temperature|Soil pH: 2. extreme minimum|Leaf lamina thickness: 1. range|Seed viability|Drought Tolerance|Height: 4. typical minimum (cm)|Chromosome number(s): 1. number|Maximum seedbank density (m2)|Change Index|Heteromorphy|Flow|Soil moisture: 3. supply|Lemma|Minimum temperature germination|Ellenberg: Continetality|Seed/ovule ratio|Cleistogamy|Dispersal agent|Height: 2. extreme minimum (cm)|Response to vertebrate grazing|Soil moisture: 1. water table|Normal method of propagation|Stomata: 3. density on upper surface (no/mm2)|Mono/poly-carpic|Longevity of stems (yrs)|Seedbank type|Petal no|Dynamics|Max. Stem Diameter (mm)|Pollen viability|Leaf shape: 6. petiole|Flowering time: 2. latest month|Germination requirements 3. temperature fluctuation|Petal (sepal) size (cm)|Mature leaf N concentration (mg/g)|rgr|Ellenberg Indicator: Salt|Altitude: 1. maximum recorded (m)|Seed production: 2. typical range (/flower)|Pollen vector|Status|Life Form: normal state|Soil pH: 1. extreme maximum|Exposure|Southern European Limit (Latitude, 5C band)|Response to drought|Ellenberg Indicator: Light|Northern Limit in Britain|Ellenberg Indicator: Nitrogen|Annual seed dispersal|Continentality|Dispersule size - length of longest axis (mm)|Nutrition|Stems: 2. support|Height: 3. typical maximum (cm)|Seed weight: 1. maximum (mg)|Minimum temperature at which 50% seeds germinate|Seedbank density: recorded values|Time of seed dispersal (season)|Water pH: 4. typical minimum|EW Index|Life-form|First historical record: 2. site|Leaf shape: 8. maximum petiole length (mm)|Ellenberg: pH|Inflorescence type|Ellenberg : Moisture|number of European countries in which native|July mean temperature|Heterophylly|Fine root diameter (um)|Altitude: 2. minimum recorded (m)|Leaf longevity: 2. number of months|Maximum depth of leaves|Maximum temperature of germination|2C DNA content (pg)|SN Index|British distribution (post 1949 records)|Seedbank longevity|Germination requirements 2. light|Mean seedbank density (m2)|Vegetative reproduction/persistence: 1. method|Dicliny|Germination type|Fertilization|Clonality: normal state|Rarity Status|Seed production: 1. maximum (/flower)|Mature leaf P concentration (mg/g)|Fossil record: 1. earliest record|Root hairs|Leaf shape: 1. type|Stamen number|Leaf shape: 4. length versus breadth|Root depth: 2. depth (cm)|Glume, upper|Photoperiodism: 1. type|Maximum temperature at which 50% seeds germinate|Conservation Status|Pollen: 1. mono/di-morphic|Heavy metal resistance|Life Form: less frequent state|Seedling growth rate - maximum (/d)|Physical defences on leaves|Medicinal Use|Response to frost (non-woody tissue)|Physical defences on stems|Leaf position|Southern European Limit|Flower colour|Time of germination (season)|Clonality: less frequent state|Auricle|Water nutrients|Seed production: 3. typical range (/plant)|Mean Spore Diameter (Pteridophytes) (µ m )|Soil pH: 4. typical minimum|Northern European Limit (Lat,5C band)|Stomata: 2. density on lower surface(no/mm2)|Flowering time: 1. earliest month|Water pH: 3. typical maximum|Leaf folding|Pollen: 2. diameter (um)|Spread|Germination requirements 1. chilling|Leaf area (cm2)|Carpel/Style number|Waterlogging tolerance|Response to frost (seedlings)|Water pH: 2. extreme minimum|Physical defences on flowers/fruits|Soil nutrients|Glume lower|Pollen/ovule ratio|Seed size - length of longest axis (mm)|Stomata 4: density, surface indeterminate (no/mm2)|Water pH: 1. extreme maximum|Mean plant dry mass(mg)|Leaf shape: 2. outline|Appendages on dispersal unit|Leaf shape: 7. minimum petiole length (mm)|Stigma number|Leaf shape: 3. pointed/round|Carnivory|Range: 4. continents where introduced|Height 5: Mean (cm)|Soil pH: 3. typical maximum|Photoperiodism: 2. threshold value (h)|Altitude: 4. typical minimum (m)|Palea|Leaf longevity: 1. type|Shade|Annual precipitation|Seed weight: 3. mean (mg)|Seed weight: 2. minimum (mg)|January mean temperature|Ligule|Flowering time: 3. peak month|Stems: 1. woodiness|Root hair length (mm)|Root system|Height: 1. extreme maximum (cm)|Minimum seedbank density (m2)|Shade tolerance|Range: 1. european countries where native|Dichogamy|Inbreeding (%)|Rgr max|Biome|Soil moisture: 2. drainage|Physical defences on buds|Salinity|Typical abundance where naturally occurring|Fossil record: 2. earliest postglacial record|Eastern Limit|id|genus|family|myFert3|myFert5|myFertGen|myHeavyMet|myPlantAtRange|myPlantAtRarity|myRarityCombined|myEBergL|myEBergF|myEBergR|myEBergN|myEBergS|myPlantAtNativeStatus|myPlantAtConservationStatus|myPlantAtChangeIndex|myPlantAtHeight|myPlantAtLen|myPlantAtPern1|myPlantAtPern2|myPlantAtLife1|myPlantAtLife2|myPlantAtWood|myPlantAtClone1|myPlantAtClone2|myPlantAtMajorBiome|myPlantAtEastLim|myPlantAtCont|myPlantAtTjan|myPlantAtTjul|myPlantAtPrecip|myLocalRarity
scheuchzeria_palustris|parallel-sided|1807|||||0|Europe||||C3|diffuse ramets|4, 5|||||10|22||||||||5||||||permanently high||||||6||||sessile|8||0.3|||0, 0, 0|||wind|native|Hemicryptophyte|||<45|wilts and dies|9, 9, 9|No|1, 1, 1||Continental||autotrophic|self-supporting|20||||||3.86|helophyte|Boroughbridge, Yorks.|0|1, 3, 3|raceme|9, 9, 9=|17|14.0|none|||||||7.74|||||rhizomes|hermaphrodite|||Rhizome far creeping|Rare|||||simple|6|>3 times as long as wide|||||Vulnerable||none||||||||No|greenish-yellow|spring, summer|||||||>65||6|||30|height = width|||0|||||very infertile|||||||entire||0|3|rounded|does not kill insects||||||||none|1380.0|2.2707424||2.2|||non-woody|||40||||protogynous|||Boreal montane||||scattered||Circumpolar|1730010010|scheuchzeria|||||none|15.0|r|r|9.0|9.0|3.0|1.0|0.0|N|VU||22.0||p||hc||h|Rhiz2||4|6|c|2.2|13.9|1380.0|scattered
schismus_barbatus|parallel-sided|1958|||||0|Europe, N Africa. W. Palearctic, W Asia||||||||||||12||||||||||||3||||||||0||||sheathing|||0|||||||||||||||||||autotrophic|self supporting|25|||||||||||||||none||||||||||||||||||||||simple||>3 times as long as wide||||||||||||||||green||||||||||||||height = width|||||||||||||||entire||||pointed|does not kill insects|N., S., and Central America, India, Australasia|||||||||0.001, 0.075|||||non woody, not woody||fibrous|30||||||||||||||1931120010|schismus|poaceae|||||||||||||||||||||||||||||||
schkuhria_pinnata|parallel||||||0|N. America|||||||||||25|20, 22, 40||||||||||||10|||seed||monocarpic|< 1||5|||||||0.1, 0.175|||||1|insect||||||||||||3.5|autotrophic||40|||||||Therophyte||||capitulum||||none|||||||||||||gynodioecious|||||1|||||5|1-3 x as long as broad||||||||||hairs||sensitive||||yellow, yellow||||||||||||||ht > width||0.1-1|1||||glandular||||||||lobed|pappus of scales||2|pointed|does not kill insects|||||||aestival|||0.0869||||||||70||||||||||||||1690530010|schkuhria|compositae|||||||||||||||||||||||||||||||
schoenoplectus_lacustris|parallel-sided|1597, 1696|||||0|Europe||||C3|patch-forming|6, 6|5.88||||50|38, 42, 42, 44||0.47||mid, nil, slight||||3|||||||seed and vegetative||||transient|6||||sessile|7|absolute||||0, 1, 1|304||wind|native|Perennial hydrophyte|6.58||<45||8, 8, 8|No|6, 6, 6||Not continental||autotrophic||300||||||4.06|hydrophyte|Brickelsea & Mersey Island|0|7, 7, 7|dense head|11, 11, 11|30|15.0|none||0||||1|3.43|||||rhizomes|hermaphrodite||normally cross|Rhizome shortly creeping|Present|||||simple|3|>3 times as long as wide||0.35|||||none|||glabrous||||emergent, submerged|No|red-brown|spring, summer|||eutrophic, mesotrophic, oligotrophic||||>65||6|||62.5|height > width|||0|||6.03||infertile|||||6.05||entire||0|3|pointed|does not kill insects|||||0|||none|1013.0|1.19, 1.62, 1.763||3.7|||non-woody||adventitious|||||entirely protogynous|||Wide Temperate|||brackish|dominant||Euro-Siberian|1990010040|schoenoplectus||mixed|normally cross|generally cross|none|1737.0|n|n|8.0|11.0|7.0|6.0|0.0|N||0.47||210.0|p||Hy||h|Rhiz1||6|4||3.7|14.9|1013.0|dominant
schoenoplectus_pungens|||||||0|Europe||||||||||||80|||||continuous|||||||||permanently high|||polycarpic|||6|||||7||0.2|||||1|wind|||brackish||||||||||autotrophic|self supporting|||||autumn|||||||dense head||||none||||||||||||rhizome|hermaphrodite|||||1||||simple|3|>3 x as long as wide||0.4||||||||glabrous||resistant|glabrous|||red-brown||||||||||6||||||1-10|0||||glabrous||||2.5||||entire|none||2|pointed|does not kill insects||||||||||2.61||||6|not woody||fibrous|||||||||slow draining||||||920001849|schoenoplectus||||||1.0|r|r|8.0|10.0|7.0|7.0|1.0||||60.0||p||Hy||h|Rhiz1||7|3||6.1|16.7|869.0|
schoenoplectus_triqueter|not applicable|1666||||both|0|Asia, Europe||||C3|||||||50|40||||||||||||||||||||6||||not applicable|9||0|||3|||wind|native|Perennial hydrophyte|||||8|No|7||Not continental|2.5|autotrophic|self-supporting|150||||||1.5|helophyte|Westminster, London|not applicable|7|dense head|10|19|16.5|not applicable|||||||0.9|||||rhizomes|hermaphrodite|||Rhizome shortly creeping|Rare|||||absent|3|not applicable||0.4|||Critically Endangered||none|||glabrous|||||No Data|red-brown||||||||||8||||height > width|||0|||||fertile|||2.5||||not applicable||not applicable|2|not applicable|does not kill insects||||||||none|799.0|1.27, 1.472||4.7|||non-woody||||||||||Temperate|||brackish|scattered||Eurasian|1990010088|schoenoplectus|||||none|11.0|r|r|8.0|10.0|7.0|7.0|3.0|N|CR||125.0||p||Hy||h|Rhiz1||7|5||4.7|16.5|799.0|scattered
schoenus_ferrugineus|parallel-sided|1885|||||0|Europe||||C3|patch-forming|4, 5|5.64||||10|76|201|||||||4||||||periodically high|seed|||<1|seedbank present, type uncertain|6||||sheathing|7||0|||0, 0, 1|152||wind|native|Hemicryptophyte|7.3||<45||8, 9, 9|No|2, 2, 2||Not continental||autotrophic|self-supporting|40||||||0.8|hemicryptophyte|Perthshire|0|7, 7, 8|head|8, 8, 9|16|12.0|none|||||||8.1||||161|rhizomes|hermaphrodite|||Tussock forming graminoid|Rare|||||simple|3|>3 times as long as wide|||||Vulnerable||none|||glabrous|||glabrous||No|black||||||||>65||7||||height = width|||1|||6.24||very infertile|||||7.5||entire||0|3|pointed|does not kill insects||||||||none|1113.0|0.278||0.4|||non-woody||||120||||||Boreal montane||||||European|1990100020|schoenus|||||none|3.0|r|r|8.0|9.0|7.0|2.0|0.0|N|VU||40.0||p||hc||h|0gr||4|3||0.4|12.4|1113.0|
schoenus_nigricans|parallel-sided|1660|absolute|||both|0|Africa, Asia, Europe, North America||2-5 yrs||C3|patch-forming|6, 6|3.62||some non-viable||15|44, 54||-0.53||||||3||cleistogamy not recorded|wind||decreases|permanently high|seed and vegetative||polycarpic|<1||4||||sheathing|6|partial|0|5-10||0, 1, 1|548||wind|native|Hemicryptophyte|8||||8, 9, 9|No|2, 2, 2|regular|Not continental||autotrophic|self-supporting|75|0.069|||autumn, summer|5.23|6.3|hemicryptophyte|Cambridgeshire|0|7, 9, 9|head|8, 9, 9=|28|14.0|none||0|||||6.29|||||rhizomes|hermaphrodite|epigeal||Tussock forming graminoid|Present||<1|||simple|3|>3 times as long as wide|10-50||||||none|||glabrous|||glabrous||No Data|black|spring||||100-1000||5.5|||5|6.91|||height = width|||1|||3.81||very infertile|||1.5||8.26||entire||0|3|pointed|does not kill insects|||7.26||0||semi-evergreen|none|1261.0|0.71, 70|0.025|3.9|||non-woody|||150||||protogynous|||Southern Temperate|||brackish, fresh|||Euro-Siberian|1990100010|schoenus|||||none|1251.0|n|n|8.0|8.0|7.0|2.0|0.0|N||-0.53|75.0||p||hc||h|0gr||8|4||3.9|13.9|1261.0|
scilla_autumnalis|parallel-sided|1629|||||0|Europe||1-2 yrs|present, mechanism unknown|C3|||||||4|14, 28, 42||-0.37|||||||||unspecialised||||||polycarpic|<1||6||||sessile|9||0.45|||0||1-10|insect|native|Bulbous geophyte|||||9|No|1||Not continental||autotrophic|self-supporting|25||||autumn||8.78|geophyte||0|6|raceme|3|18|16.0|none||0|6-12|||25.50, 8.95|0.15|29||||bulbs|hermaphrodite||normally cross|Tuberous or bulbous slowly cloning by offsets|Scarce|6||||simple|6|>3 times as long as wide|||||||none|||glabrous|||||No Data|blue|autumn, autumn||||10-100|||||7||||height > width||0.1-1|1|||||infertile, very infertile|||||||entire||0|1|pointed|does not kill insects|||||0||hibernal|none|939.0|1.1, 2.09||5.9|||non-woody||||||||||Mediterranean-Atlantic|free-draining|||scattered||Oceanic|1830270150|scilla||mixed|normally cross|generally cross|none|63.0|s|s|9.0|3.0|6.0|1.0|0.0|N||-0.37|20.0||p||Gb||h|0tb||9|1||5.9|16.2|939.0|scattered
scilla_bifolia|||||||0|||||||6, 7||||||||||||||5||||||||||||6|||||||0.75|||0, 0||||||||||5, 5||6, 6||||||||||||||||7, 7|raceme|6, 7|||||||||11.4|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||6.33||||||||||||||||||||||1830270010|scilla||||||||||||||||||||||||||||||||
scilla_bithynica|parallel sided||||||0||||||patch forming|||||||12|||||||||||||||||polycarpic|||6|||||||0.75|||||||||||||||||||autotrophic|self supporting|30|||||||Geophyte||||raceme||Turkey, Bulgaria||none|||2-6|||45.80, hermaphrodite||||||bulb||||||||||simple|6|>3x as long as broad||||||||||glabrous|||glabrous|||blue||||||||||||||height = width|||1||||glabrous|Fertile|||||||entire, not woody|||1|acute|does not kill insects|||||||vernal|partial|||||||||fibrous|||||||||free draining||||||1830270050|scilla||||||||||||||||||||||||||||||||
scilla_liliohyacinthus|||||||0|||||||||||||||||||||||||||||||||6|||||||1.05||||||||||||||||||||||||||||||||raceme|||||||||||||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||920004413|scilla||||||||||||||||||||||||||||||||
scilla_messeniaca|||||||0|||||||||||||||||||||||||||||||||6|||||||0.65||||||||||||||||||||||||||||||||raceme||||||||||21.4|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||1830270020|scilla||||||||||||||||||||||||||||||||
scilla_peruviana|||||||0|||||||||||||||||||||||||||||||||6|||||||1.15||||||||||||||||||||||||||||||||raceme||||||||||36.10, 54.50|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||4.624||||||||||||||||||||||1830270130|scilla||||||||||||||||||||||||||||||||
scilla_siberica|||||||0|||||||||||||||||||||||||||||||||6|||||||1.4||||||||||||||||||||||||||||||||raceme||||||||||63.3|||||||||||||||||6|||||||||||||||||blue|||||||||||||||||1|||||||||||||||1||||||||||||||||||||||||||||||||||920007569|scilla||||||||||||||||||||||||||||||||
scilla_verna|parallel-sided|1650|||||0|Europe||||C3|||||||5|20||0.12||||||||||||permanently low|seed|||<1||6||||sessile|5, 6||0.65|||3|417|1-10|insect|native|Bulbous geophyte||exposed|||8|No|3|regular|Not continental||autotrophic|self-supporting|15||||summer||7.18|geophyte|Dublin|0|5|raceme|5|7|14.0|none||0|||||4.78||1-5 yrs|||bulbs|hermaphrodite|||Tuberous or bulbous slowly cloning by offsets|Present|12||||simple|6|>3 times as long as wide|||||||none|||glabrous|||||No Data|blue|spring|Detaching ramets at or below ground|||10-100|||||4||||height = width||1-10|1|||||infertile, very infertile|||||||entire||0|1|pointed|does not kill insects|||||0|||none|1103.0|1.56, 1.588||4.6|||non-woody||||||||||Temperate|free-draining|||frequent||Oceanic|1830270060|scilla|||||none|339.0|n|n|8.0|5.0|5.0|3.0|3.0|N||0.12|10.0||p||Gb||h|0tb|DRg|7|1||4.6|13.9|1103.0|frequent
trichophorum_cespitosum|not applicable|1666||deep|||0|Europe, North America||||C3|patch-forming|4, 4|3.62||||5|104|1070|-0.31||||||3||||||||||<1|seedbank present, type uncertain, short-term persistent, transient|4-6||||not applicable|6||2|||0, 0, 0|1066||wind|native|Hemicryptophyte|6.78||||8, 8, 8|No|1, 1, 1||Not continental||autotrophic|self-supporting|35|||||4.11|5.23|helophyte, hemicryptophyte|Addington, Surrey|not applicable|1, 1, 2|spikelet|8, 9, 9|23|14.0|not applicable||0|||||5.61||||444|rhizomes|androdioecious, gynodioecious, hermaphrodite|||Tussock forming graminoid|Present|||||absent|3|not applicable|50-100||||||none||||||||No Data|yellow brown|spring, summer||||||4.17|||5|6.03|||height = width|||0|||3.6||infertile, very infertile|||||6.66||not applicable||not applicable|3|not applicable|does not kill insects|||6.27||0|||none|1312.0|0.584||3.2|||non-woody||adventitious||112||||||Boreal montane|slow-draining|||frequent||Circumpolar|1990010180|trichophorum|||||none|2182.0|n|n|8.0|8.0|2.0|1.0|0.0|N||-0.31|35.0||p||hc||h|0gr||4|6||3.2|13.7|1312.0|frequent
scirpus_sylvaticus|parallel-sided|1632||||lower|0|Europe||||C3|patch-forming|5, 5|||||30|62, 64|5600|0.02||||||4||||||||0|||long-term persistent, seedbank present, type uncertain, short-term persistent, transient|2||||sessile|7||0.1|||0, 0, 0|||wind|native|Hemicryptophyte|||45-50||6, 6, 6x|Yes|4, 5, 6||Not continental|1|autotrophic|self-supporting|120||||||3.92|helophyte|Hampstead, London|0|4, 5, 6|spikelets|8, 8, 8|24|15.0|none||||||1.3|2.66||||2102.4|rhizomes|hermaphrodite|||Rhizome shortly creeping|Present|||||simple|3|>3 times as long as wide|||||||none|||glabrous|||||No|green-brown|spring|||||||50-55|108|6|||91|height > width|||0|||||infertile|||1||||entire||0|3|pointed|does not kill insects||||||||deep, light, mid, none|921.0|0.12||3.4|||non-woody||||75|||markedly protogynous|||Temperate||||scattered||Euro-Siberian|1990010010|scirpus||outcrossing|outcrossing|generally cross|none|973.0|n|n|6.0|8.0|6.0|6.0|0.0|N||0.02|120.0||p||hc||h|Rhiz1||7|4||3.4|15.2|921.0|scattered
scleranthus_annuus|parallel-sided|1629||shallow|||5|Africa, Asia, Europe|||none|C3|no ramets|5, 5|||||2.5|44|15333|-2.68||||||4||pseudo-cleistogamous|unspecialised||||seed|||<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|0|declining|||connate|8||0|||0, 0, 0|365|1|insect|native|Therophyte|||||6, 7, 7|No|4, 4, 5||Not continental||autotrophic|decumbent, self-supporting|25||||||3.6|therophyte|Gravesend, Kent|0|2, 4, 4|cyme|4, 5, 5|30|15.0|none||0|||||2.94||||1448|none|gynodioecious, gynomonoecious, hermaphrodite||cross or automatic self|Little or no vegetative spread|Present|1||||simple|10|>3 times as long as wide|||||||none|||soft hairs|||glabrous, hairy||No Data|green|spring, winter|||||||||6||||height = width||<0.1|2||||glabrous|infertile, very infertile|||||||entire||0|2|pointed|does not kill insects|North America||||0||aestival|none|883.0|0.5, 1.2||3.6|||non-woody||tap root||33|||homogamous|||Temperate||||scattered||European|570130020|scleranthus||mixed|mixed|mixed|none|1061.0|n|n|7.0|4.0|4.0|4.0|0.0|N||-2.68|20.0||a||Th||h|0||7|3||3.6|15.2|883.0|scattered
scleranthus_perennis|parallel-sided|1677|||||5|Asia, Europe|||none|C3||5, 6||||||44||-0.11||||||4||||||||||||0||||connate|8||0|||0, 0, 0|213||insect|native|Chamaephyte|||||8, 8, 8|No|1, 2, 2||Not continental||autotrophic|decumbent, self-supporting|20||||||2.23|chamaephyte|Eldon, Suffolk|0|4, 4, 4|cyme|2, 2, 3|24|16.0|none|||||||2.24||||||gynodioecious, hermaphrodite||cross or automatic self|Little or no vegetative spread|Rare|||||simple|10|>3 times as long as wide|||||Endangered||none|||soft hairs|||||No Data|green||||||||||6|||37|height = width|||2|||||very infertile|||||||entire||0|2|pointed|does not kill insects||||||||none|656.0|1.8251||3.3|||woody at base|||||||homogamous|||Temperate||||scattered||European|570130010|scleranthus||mixed|mixed|mixed|none|11.0|r|r|8.0|3.0|4.0|2.0|0.0|N|EN|-0.11|20.0||p||Ch||h|0||7|3||3.3|16.0|656.0|scattered
scolymus_hispanicus|||||||0|||||||||||||||||||||||||||||||||5|||||||1.25||||||||||||||||||||||||||||||||capitulum|||||||||||||||||||||||||||5|||||||||||||||||yellow|||||||||||||||||1|||||||||||||||2||||||||||||3.7||||||||||||||||||||||1691450020|scolymus|compositae|||||||||||||||||||||||||||||||
scorpiurus_muricatus|||||||5|||||||||||||||||||||||||||||||||5|||||||0.85||||||||||||||||||||||||||||||||umbel|||||||||||||||||||||||||||10|||||||||||||||||white|||||||||||||||||1|||||||||||||||1||||||||||||9.3||||||||||||||||||||||810680010|scorpiurus||||||||||||||||||||||||||||||||
scorzonera_humilis|cuneate||||||0|Europe|||none|C3||5, 6|||||7|14, 15||||||||5||||||||||<1|transient|5||||petiolate, sessile|7|||||0, 0, 0|||insect|native|Hemicryptophyte|||55-60||7, 7, 8|No|2, 2, 3||Not continental|18|autotrophic|self-supporting|50||||||6.89|hemicryptophyte|||5, 5, 5|capitulum|7, 7, 7|19|16.0|none||0|||||0.88||||||hermaphrodite||cross or automatic self|Little or no vegetative spread|Rare|||||simple|5|>3 times as long as wide|||||Vulnerable||none|||glabrous, soft hairs|||glabrous, soft hairs||Yes|yellow|summer|||||||>65||5||||height > width||10-100|1|||||infertile, very infertile|||8||||entire|pappus|0|2|pointed|does not kill insects||||||||none|1097.0|4.0675||4.8|||non-woody||||||||||Temperate||||||European|1691610090|scorzonera|compositae|mixed|mixed|mixed|none|4.0|r|r|8.0|7.0|5.0|2.0|0.0||VU||50.0||p||hc||h|0||7|3||4.8|16.1|1097.0|
scrophularia_auriculata|cordate, cuneate, rounded, truncate||none|||both|5|Africa, Europe||||C3|patch-forming||6.14||||5|78, 80, 84, 86|160|-0.21|||||||||water, wind||||seed|8||<1|long-term persistent, short-term persistent|5||||petiolate|9||1|||0|228||insect|native|Hemicryptophyte|7.58||<45||7|No|7||Not continental||autotrophic|self-supporting|100|||||6.33|4.27|hemicryptophyte|||7|cyme|8|16|15.0|none||0|||||2.05||3-12 months||69|rhizomes|hermaphrodite|||Little or no vegetative spread|Present|||||simple|4|1-3 times as long as wide|||||||none|||glabrous, soft hairs|cuts, sores, ulcers||glabrous||No|brown-purple|spring, winter||||||6.76|>65|95|6|7.17|||height > width||10-100|1|||5.41|glandular|fertile, very fertile|||||7.32||crenate|||1|rounded|does not kill insects|||7.5||0||aestival|light, none|918.0|0.07, 0.11, 0.12||3.9|||non-woody||||8|||protogynous|||Southern Temperate||||scattered||Suboceanic|1540080190|scrophularia|||||none|2002.0|n|n|7.0|8.0|7.0|7.0|0.0|N||-0.21|120.0||p||hc||h|0||8|2||3.9|15.4|918.0|scattered
scrophularia_nodosa|truncate|1597|none|||both|5|Asia, Europe|||none|C3|patch-forming|5, 5|4.6||||40|36|178|-0.37||||||3|||wind||||seed|2||<1|long-term persistent, seedbank present, type uncertain, short-term persistent, transient|5||||petiolate|9||1|||0, 0, 0|457|100-1000|insect|native|Hemicryptophyte|8||<45||4, 4, 5|No|6, 7, 7||Not continental||autotrophic|self-supporting|80||||||4.71|hemicryptophyte|London||6, 6, 7|cyme|6, 6, 6|23|15.0|none||0||||1.38|3.41||||71|rhizomes|hermaphrodite||cross or automatic self|Little or no vegetative spread|Present|272||||simple|4|1-3 times as long as wide|||||||none|||glabrous|boils, kidney ailments, liver ailments, piles, rashes, sore throat, sprains||glabrous||No|red-brown|||||>10000|||>65|181|6|||37|height > width||10-100|1||||glandular|fertile|||||||toothed|||1|pointed|does not kill insects|||6.4||0||aestival|light, mid, none|1069.0|0.14||3.6|||non-woody||||2|||protogynous|||Temperate||||scattered||Euro-Siberian|1540080180|scrophularia||mixed|mixed|mixed|none|3183.0|n|n|5.0|6.0|7.0|6.0|0.0|N||-0.37|100.0||p||hc||h|0||7|4||3.6|14.7|1069.0|scattered
scrophularia_scorodonia|cordate|1724|||||5|Africa, Europe||||C3|||||||60|58, 60||0.75||||||||||||||||<1||5||||petiolate|8||0.95|||0|||insect|native|Hemicryptophyte|||<45||7|No|6||Not continental||autotrophic|self-supporting|100||||||9.28|hemicryptophyte|St.Ives, Cornwall||6|cyme|4|5|16.0|none||0|||||0.5||||||hermaphrodite|||Little or no vegetative spread||||||simple|4|1-3 times as long as wide|||||||none|||soft hairs|||soft hairs||No|purple||||||||>65||6||||height > width||10-100|1|||||fertile, infertile|||||||toothed|||1|pointed|does not kill insects|||||0|||light, none|1033.0|0.1309||5.8|||non-woody|||||||protogynous|||Southern Temperate||||scattered||Oceanic|1540080080|scrophularia|||||none|78.0|||7.0|4.0|6.0|6.0|0.0|AN||0.75|100.0||p||hc||h|0||8|1||5.8|16.0|1033.0|scattered
scrophularia_umbrosa|cuneate, rounded, truncate|1840||||both|5|Asia, Europe||||C3|patch-forming|6, 6|||||40|26, 52|388|0.72||||||5|||||||seed and vegetative|2.1||<1|seedbank present, type uncertain, short-term persistent|5|increasing|||petiolate|9||1|||0, 0, 1|228||insect|native|Hemicryptophyte|||||6, 7, 7|No|7, 7, 7||Continental||autotrophic|self-supporting|100||||||3.22|hemicryptophyte|West Lothian||7, 7, 8|cyme|9, 9, 9=|22|15.0|none|||||||3.88|101|||275.5|rhizomes, rhizomes|hermaphrodite|||Little or no vegetative spread|Present|||||simple|4|1-3 times as long as wide|||||||none|||glabrous|||glabrous||No Data|brown-purple|spring||||||||279.3|7||||height > width||10-100|1|||||fertile, very fertile|||||||toothed|||1|pointed|does not kill insects||||||||light, light, mid, none, none|868.0|0.09||3.1|||non-woody||||163|||protogynous|||Temperate||||scattered, scattered||Euro-Siberian|1540080200|scrophularia|||||none|210.0|n|n|7.0|9.0|7.0|7.0|0.0|N||0.72|100.0||p||hc||h|0||7|4|c|3.1|14.9|868.0|scattered
scrophularia_vernalis|cordate||||||5|Europe||||C3||6, 6|||||30|40||0.54||||||5||||||||||<1||5||||petiolate|6||0.7|||0, 0, 0||10-100|insect|naturalised|Hemicryptophyte|||<45||5, 5, 5|No|6, 7, 7||Not continental||autotrophic|self-supporting|80||||||3.37|hemicryptophyte|||7, 7, 7|cyme|5, 5, 5|10|15.0|none|||||||3.56||||||hermaphrodite|||Little or no vegetative spread||||||simple|4|1-3 times as long as wide|||||||none|||glandular hairs|||glandular hairs||No|yellow-green|spring||||>10000|||>65||4||||height > width||10-100|1|||||infertile|||||||toothed|||1|pointed|does not kill insects||||||||light, none|769.0|0.2||3.3|||non-woody|||||||protogynous|||Mediterranean||||scattered||Hyperoceanic|1540080010|scrophularia|||||none|192.0|||5.0|5.0|7.0|7.0|0.0|AN||0.54|65.0||b|p|hc||h|0|||||3.3|15.3|769.0|scattered
scutellaria_altissima||1929|||||5|||||C3||7, nan||||||||||||||||||||||||||5||||petiolate|||1.5|||0, nan||||naturalised||||||5, nan||5, nan||||autotrophic||80||||||||North somerset||7, nan|whorl|4, nan|8||||||||0.8|||||||||||||||||4||||||||none|||||||||blue||||||||||||||||10-100|1||||||||||||toothed|||2||does not kill insects||||||||||1.0878|||||non-woody|||||||||||||||||1510030040|scutellaria|||||none|||||||||||||||||||||||||||
