year,reference,family,genus,species,m.d.g,latitude,hemisphere,biome,growth,life.history,si,mean.tm,References
1996,"Inoue, K., M. Maki, and M. Masuda. 1996. Evolution of Campanula flowers in relation to insect pollination on islands. Pp. 377_400 in D. G. Lloyd and S. C. H. Barrett, eds. Floral biology. Studies on floral evolution in animal_pollinated plants. Champman & Hall, New York, NY, U.S.A.",Campanulaceae,Campanula,punctata,D,34.24,N,6,1,4,1,0.487,"Inoue, K., M. Maki, and M. Masuda. 1996. Evolution of Campanula flowers in relation to insect pollination on islands. Pp. 377_400 in D. G. Lloyd and S. C. H. Barrett, eds. Floral biology. Studies on floral evolution in animal_pollinated plants. Champman & Hall, New York, NY, U.S.A."
2001,"Collevatti, R. G., D. Grattapaglia, and J. D. Hay. 2001. High resolution microsatellite based analysis of the mating system allows the detection of significant biparental inbreeding in Caryocar brasiliense, an endangered tropical tree species. Heredity 86:60_67.",Caryocaraceae,Caryocar,brasiliense,D,15.83,N,5,4,4,0,1,"Collevatti, R. G., D. Grattapaglia, and J. D. Hay. 2001. High resolution microsatellite based analysis of the mating system allows the detection of significant biparental inbreeding in Caryocar brasiliense, an endangered tropical tree species. Heredity 86:60_67."
2010,Rosane G. Collevatti & Raquel Estolano & Silmara F. Garcia & John D. Hay. 2010. Short_distance pollen dispersal and high self_pollination in a bat_pollinated neotropical tree. Tree Genetics & Genomes 6:555_564.,Caryocaraceae,Caryocar,brasiliense,D,15.95,S,5,4,4,1,0.891,
1993,"Rigney LP, Thomson JD, Cruzan MB, J Brunet. 1993. Differential success of pollen donors in a self_compatible lily. Evolution 47:915_924",Liliaceae,Erythronium,grandiflorum,M,38.54,N,,1,4,1,0.82,"Rigney LP, Thomson JD, Cruzan MB, J Brunet. 1993. Differential success of pollen donors in a self_compatible lily. Evolution 47:915_924"
2009,Brunet&Holmquist2009,Ranunculaceae,Aquilegia,coerulea,D,37.59,N,,1,4,1,0.85,
1998,"Brunet, J., and C. G. Eckert. 1998. Effect of floral morphology and display on outcrossing in blue columbine, Aquilegia caerulea (Ranunculaceae). Functional Ecology 12:596_606.",Ranunculaceae,Aquilegia,coerulea,D,38.95,N,,1,4,1,0.469,"Brunet, J., and C. G. Eckert. 1998. Effect of floral morphology and display on outcrossing in blue columbine, Aquilegia caerulea (Ranunculaceae). Functional Ecology 12:596_606."
2006,Brunet and Sweet. 2006. Impact of insect pollinator group and floral display size on outcrossing rate. EVOLUTION 60 (2): 234_246 ,Ranunculaceae,Aquilegia,coerulea,D,38.15,N,,1,4,1,0.72,Brunet and Sweet. 2006. Impact of insect pollinator group and floral display size on outcrossing rate. EVOLUTION 60 (2): 234_246 
2000,"Marr, D. L., J. Leebens_Mack, L. Elms, and O. Pellmyr. 2000. Pollen dispersal in Yucca filamentosa (Agavaceae): The paradox of self_pollination behavior by Tegeticula yuccasella (Prodoxidae). American Journal of Botany 87:670_677.",Asparagaceae,Yucca,filamentosa,M,37.57,N,6,3,4,1,0.94,"Marr, D. L., J. Leebens_Mack, L. Elms, and O. Pellmyr. 2000. Pollen dispersal in Yucca filamentosa (Agavaceae): The paradox of self_pollination behavior by Tegeticula yuccasella (Prodoxidae). American Journal of Botany 87:670_677."
1998,"Massey, L. K., and J. L. Hamrick. 1998. Genetic diversity and population structure of Yucca filamentosa (Agavaceae). American Journal of Botany 85:340_345. & Massey, L. K., and J. L. Hamrick. 1999. Breeding structure of a Yucca filamentosa (Agavaceae) population. Evolution 53:1293_1298.",Asparagaceae,Yucca,filamentosa,M,33.74,N,6,3,4,1,0.971,"Massey, L. K., and J. L. Hamrick. 1998. Genetic diversity and population structure of Yucca filamentosa (Agavaceae). American Journal of Botany 85:340_345. & Massey, L. K., and J. L. Hamrick. 1999. Breeding structure of a Yucca filamentosa (Agavaceae) population. Evolution 53:1293_1298."
2012,Steenhuisen ETAL 2012,Proteaceae,Protea,caffra,D,29.77,S,2,3,4,1,0.559,
2004,"Barrett, S. C. H., W. W. Cole, and C. M. Herrera. 2004. Mating patterns and genetic diversity in the wild Daffodil Narcissus longispathus (Amaryllidaceae). Heredity 92:459_465.",Amaryllidaceae,Narcissus,longispathus,M,37.89,N,3,1,4,1,0.635,"Barrett, S. C. H., W. W. Cole, and C. M. Herrera. 2004. Mating patterns and genetic diversity in the wild Daffodil Narcissus longispathus (Amaryllidaceae). Heredity 92:459_465."
1992,"Patra NK, RS Ram, et al.. 1992. Quantitative studies on the mating system of opium poppy (Papaver somniferum L.). Theor Appl Genet 84(3_4):299_302",Papaveraceae,Papaver,somniferum,D,30.46,N,,1,1,,0.22,"Patra NK, RS Ram, et al.. 1992. Quantitative studies on the mating system of opium poppy (Papaver somniferum L.). Theor Appl Genet 84(3_4):299_302"
2012,FerreiraETAL 2012,Passifloraceae,Passiflora,alata,D,15.22,S,8,2,4,,0.967,
1995,"Kohn, J. R., and J. E. Biardi. 1995. Outcrossing rates and inferred levels of inbreeding depression in gynodioecious Cucurbita foetidissima (Cucurbitaceae). Heredity 75:77_83.",Cucurbitaceae,Cucurbita,foetidissima,D,31.66,N,2,2,4,1,0.498,"Kohn, J. R., and J. E. Biardi. 1995. Outcrossing rates and inferred levels of inbreeding depression in gynodioecious Cucurbita foetidissima (Cucurbitaceae). Heredity 75:77_83."
2000,"Levri, M. A. 2000. A measure of the various modes of inbreeding in Kalmia latifolia. Annals of Botany 86:415_420.",Ericaceae,Kalmia,latifolia,D,37.37,N,6,3,4,1,0.967,"Levri, M. A. 2000. A measure of the various modes of inbreeding in Kalmia latifolia. Annals of Botany 86:415_420."
2003,"Fuchs, E. J., J. A. Lobo, and M. Quesada. 2003. Effects of forest fragmentation and flowering phenology on the reproductive success and mating patterns of the tropical dry forest tree Pachira quinata. Conservation Biology 17:149_157.",Malvaceae,Pachira,quinata,D,9.75,N,7,4,4,0,0.846,"Fuchs, E. J., J. A. Lobo, and M. Quesada. 2003. Effects of forest fragmentation and flowering phenology on the reproductive success and mating patterns of the tropical dry forest tree Pachira quinata. Conservation Biology 17:149_157."
2008,Ishida 2008,Magnoliaceae,Magnolia,obovata,D,38.22,N,6,4,4,1,0.345,
1988,"Cole, W.W. 1988. Unpublished MSc. Thesis",Caryophyllaceae,Silene,cucubalus,D,,,,1,4,,0.8625,"Cole, W.W. 1988. Unpublished MSc. Thesis"
2009,"Melinda D. Peters, Qiu_Yun (Jenny) Xiang , David T. Thomas,  Jon Stucky,  Noah K. Whiteman. 2009 Genetic analyses of the federally endangered Echinacea laevigata using amplified fragment length polymorphisms (AFLP)_Inferences in population genetic structure and mating system.Conserv Genet 10:1_14",Asteraceae,Echinacea,laevigata,D,35.2167,N,6,1,4,0,0.862,
2009,"Melinda D. Peters, Qiu_Yun (Jenny) Xiang , David T. Thomas,  Jon Stucky,  Noah K. Whiteman. 2009 Genetic analyses of the federally endangered Echinacea laevigata using amplified fragment length polymorphisms (AFLP)_Inferences in population genetic structure and mating system.Conserv Genet 10:1_14",Asteraceae,Echinacea,laevigata,D,35.2167,N,2,1,4,0,0.862,
2009,"Yan_Chuang Han, Cai_Zhu Teng, Gituru Robert Wahiti, Ming_Quan Zhou, Zhong_Li Hu, Yun_Chun Song. 2009. Mating system and genetic diversity in natural populations of Nelumbo nucifera (Nelumbonaceae) detected by ISSR markers. Plant Syst Evol 277:13_20",Nelumbonaceae,Nelumbo,nucifera,D,13.6,N,,1,4,,0.982,
1987,"Barrett SCH, JS Shore. 1987. Variation and evolution of breeding systems in the Turnera ulmifolia L. complex (Turneraceae). Evolution 41:340_354",Passifloraceae,Turnera,ulmifolia elegans,D,8.1,N,8,1,4,0,1.07,"Barrett SCH, JS Shore. 1987. Variation and evolution of breeding systems in the Turnera ulmifolia L. complex (Turneraceae). Evolution 41:340_354"
2002,"Culley, T. M. 2002. Reproductive biology and delayed selfing in Viola pubescens (Violaceae), an understory herb with chasmogamous and cleistogamous flowers. International Journal of Plant Science 163:113_122.",Violaceae,Viola,pubescens,D,40.33,N,6,1,4,1,0.4,"Culley, T. M. 2002. Reproductive biology and delayed selfing in Viola pubescens (Violaceae), an understory herb with chasmogamous and cleistogamous flowers. International Journal of Plant Science 163:113_122."
1977,"Phillips, M. A., and A. H. D. Brown. 1977. Mating system and hybridity in Eucalyptus pauciflora. Australian Journal of Biological Sciences 30:337_344.",Myrtaceae,Eucalyptus,pauciflora,D,35.42,S,,3,4,,0.64,"Phillips, M. A., and A. H. D. Brown. 1977. Mating system and hybridity in Eucalyptus pauciflora. Australian Journal of Biological Sciences 30:337_344."
1979,Barrett SCH. 1979. The evolutionary breakdown of tristyly in Eichhornia crassipes (Mart.) Solms (water hyacinth). Evolution 33:499_510,Pontederiaceae,Eichhornia,crassipes,M,10.41,N,,1,4,1,0.613,Barrett SCH. 1979. The evolutionary breakdown of tristyly in Eichhornia crassipes (Mart.) Solms (water hyacinth). Evolution 33:499_510
1985,"Brown, A. H. D., S. C. H. Barrett, and G. Morgan. 1985. Mating system estimation in forest trees:  models, methods and meetings. Proceedings of the meeting of the IUFRO Working Party ""Ecological and Popualation Genetics"", Goettingen, Germany ",Myrtaceae,Eucalyptus,saligna,D,,,7,4,4,,0.77,"Brown, A. H. D., S. C. H. Barrett, and G. Morgan. 1985. Mating system estimation in forest trees:  models, methods and meetings. Proceedings of the meeting of the IUFRO Working Party ""Ecological and Popualation Genetics"", Goettingen, Germany "
2005,"Medrano, M., C. Alonso, and C. M. Herrera. 2005. Mating system, sex ratio, and persistence of females in the gynodioecious shrub Daphne laureola L. (Thymelaeaceae). Heredity 94:37_43.",Thymelaeaceae,Daphne,laureola,D,37.5,N,3,3,4,1,0.348,"Medrano, M., C. Alonso, and C. M. Herrera. 2005. Mating system, sex ratio, and persistence of females in the gynodioecious shrub Daphne laureola L. (Thymelaeaceae). Heredity 94:37_43."
1997,"Kennington, W. J., and S. H. James. 1997. The effect of small population size on the mating systems of a rare clonal mallee, Eucalyptus argutifolia (Myrtaceae). Heredity 78:252_260.",Myrtaceae,Eucalyptus,argutifolia,D,30.5,S,8,3,4,1,0.69,"Kennington, W. J., and S. H. James. 1997. The effect of small population size on the mating systems of a rare clonal mallee, Eucalyptus argutifolia (Myrtaceae). Heredity 78:252_260."
2000,"Seido K, Maeda H, S Shiraishi. 2000. Determination of the selfing rate in a hinoki (Chamaecyparis obtusa) seed orchard by using a chloroplast PCR_SSCP marker. Silvae Genet. 49:165_168.",Cupressaceae,Chamaecyparis,obtusa,G,35.65,N,4,4,4,,0.977,"Seido K, Maeda H, S Shiraishi. 2000. Determination of the selfing rate in a hinoki (Chamaecyparis obtusa) seed orchard by using a chloroplast PCR_SSCP marker. Silvae Genet. 49:165_168."
2003,"McDonald, M. W., M. Rawlings, P. A. Butcher, and J. C. Bell. 2003. Regional divergence and inbreeding in Eucalyptus cladocalyx (Myrtaceae). Australian Journal of Botany 51:393_403.",Myrtaceae,Eucalyptus,cladocalyx,D,34.67,S,3,4,4,0,0.57,"McDonald, M. W., M. Rawlings, P. A. Butcher, and J. C. Bell. 2003. Regional divergence and inbreeding in Eucalyptus cladocalyx (Myrtaceae). Australian Journal of Botany 51:393_403."
1980,"Moran GF, AHD Brown. 1980. Temporal heterogeneity of outcrossing rates in alpine ash (Eucalyptus delegatensis R.T. Bak.). Theor Appl Genet 57:101_105",Myrtaceae,Eucalyptus,delegatensis,D,34,S,,4,4,,0.77,"Moran GF, AHD Brown. 1980. Temporal heterogeneity of outcrossing rates in alpine ash (Eucalyptus delegatensis R.T. Bak.). Theor Appl Genet 57:101_105"
2003,"Collin, C. L., and J. A. Shykoff. 2003. Outcrossing rates in the gynomonoecious_gynodioecious species Dianthus sylvestris (Caryophyllaceae). American Journal of Botany 90:579_585.",Caryophyllaceae,Dianthus,sylvestris,D,46.29,N,3,1,4,1,0.885,"Collin, C. L., and J. A. Shykoff. 2003. Outcrossing rates in the gynomonoecious_gynodioecious species Dianthus sylvestris (Caryophyllaceae). American Journal of Botany 90:579_585."
2005,"Zhang et al. 2005. Predicting mating patterns from pollination syndromes: The case of ""sapromyiophily"" in Tacca chantrieri (Taccaceae).AMERICAN JOURNAL OF BOTANY 92 (3): 517_524  ",Dioscoreaceae,Tacca,chantrieri,M,21.56,N,7,1,4,1,0.86,"Zhang et al. 2005. Predicting mating patterns from pollination syndromes: The case of ""sapromyiophily"" in Tacca chantrieri (Taccaceae).AMERICAN JOURNAL OF BOTANY 92 (3): 517_524  "
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,sandvicensis_confusa,D,21.78,N,7,3,4,1,0.881,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
2011,"Kym M. Ottewell, Doug Bickerton, Andrew J. Lowe. 2011. Can a seed bank provide demographic and genetic rescue in a declining population of the endangered shrub Acacia pinguifolia? Conserv Genet 12:669_678.",Fabaceae,Acacia,pinguifolia,D,34.667,S,1,3,4,,0.65,
1995,"Ruckelshaus, M. H. 1995. Estimates of outcrossing rates and of inbreeding depression in a population of the marine angiosperm Zostera marina. Marine Biology 123:583_593.",Potamogetonaceae,Zostera,marina,M,48.51,N,,1,4,1,0.84,"Ruckelshaus, M. H. 1995. Estimates of outcrossing rates and of inbreeding depression in a population of the marine angiosperm Zostera marina. Marine Biology 123:583_593."
2000,"Reusch, T. B. H. 2000. Pollination in the marine realm: microsatellites reveal high outcrossing rates and multiple paternity in eelgrass Zostera marina. Heredity 85:459_464.",Potamogetonaceae,Zostera,marina,M,54.7,N,,1,4,1,0.965,"Reusch, T. B. H. 2000. Pollination in the marine realm: microsatellites reveal high outcrossing rates and multiple paternity in eelgrass Zostera marina. Heredity 85:459_464."
2001,"Reusch, T. B. H. 2001. Fitness_consequences of geitonogamous selfing in a clonal marine angiosperm (Zostera marina). Journal of Evolutionary Biology 14:129_138.",Potamogetonaceae,Zostera,marina,M,54.5,N,,1,4,1,0.79,"Reusch, T. B. H. 2001. Fitness_consequences of geitonogamous selfing in a clonal marine angiosperm (Zostera marina). Journal of Evolutionary Biology 14:129_138."
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,sandvicensis_sandvicensis,D,22.08,N,7,3,4,1,0.689,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,torta,D,21.43,N,7,3,4,1,0.615,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,cervicata,D,22.08,N,7,3,4,1,0.664,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,forbesii,D,22.31,N,7,3,4,1,0.612,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,hawaiensis,D,19.4,N,7,3,4,1,0.634,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1988,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,mauiensis,D,20.85,N,7,1,4,1,0.659,"Sun M, FR Ganders. 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
2000,"Yagoubi, N., and A. Chriki. 2000. Estimation of mating system parameters in Hedysarum coronarium L. (Leguminoseae, Fabaceae). Agronomie 20:933_942.",Fabaceae,Hedysarum,coronarium,D,37.48,N,3,1,4,1,0.83,"Yagoubi, N., and A. Chriki. 2000. Estimation of mating system parameters in Hedysarum coronarium L. (Leguminoseae, Fabaceae). Agronomie 20:933_942."
2000,"Louati_Namouchi, I., M. Louati, and A. Chriki. 2000. Mating system and multiple paternity in Hedysarum coronarium L. (Fabaceae). Agronomie 20:655_663.",Fabaceae,Hedysarum,coronarium,D,36.36,N,3,1,4,1,0.898,"Louati_Namouchi, I., M. Louati, and A. Chriki. 2000. Mating system and multiple paternity in Hedysarum coronarium L. (Fabaceae). Agronomie 20:655_663."
1985,"Ritland, K., and F. R. Ganders. 1985. Variation in the mating system of Bidens menziesii (Asteraceae) in relation to population substructure. Heredity 55:235_244.",Asteraceae,Bidens,menziesii_filiformis,D,20.95,N,7,3,4,1,0.52,"Ritland, K., and F. R. Ganders. 1985. Variation in the mating system of Bidens menziesii (Asteraceae) in relation to population substructure. Heredity 55:235_244."
1988,"Sun M, FR Ganders . 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527",Asteraceae,Bidens,menziesii_filiformis,D,20.8,N,7,3,4,1,0.618,"Sun M, FR Ganders . 1988. Mixed mating systems in Hawaiian Bidens. Evolution 42:516_527"
1991,"Muona O, Moran GF, JC Bell. 1991. Hierarchical patterns of correlated mating in Acacia melanoxylon. Genetics 127:619_626",Fabaceae,Acacia,melanoxylon,D,35,S,5,4,4,0,0.87,"Muona O, Moran GF, JC Bell. 1991. Hierarchical patterns of correlated mating in Acacia melanoxylon. Genetics 127:619_626"
2001,"England, P. R., F. Beynon, D. J. Ayre, and R. J. Whelan. 2001. A molecular genetic assessment of mating_system variation in a naturally bird_pollinated shrub: Contributions from birds and introduced honeybees. Conservation Biology 15:1645_1655.",Proteaceae,Grevillea,macleayana,D,35.07,S,6,3,4,1,0.15,"England, P. R., F. Beynon, D. J. Ayre, and R. J. Whelan. 2001. A molecular genetic assessment of mating_system variation in a naturally bird_pollinated shrub: Contributions from birds and introduced honeybees. Conservation Biology 15:1645_1655."
